Level,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
45,"nt.fspath",1,0.00,0.00,0.00,0.00,"nt",
43,"<frozen importlib._verbose_message",12,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
43,"<frozen importlib._relax_case",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
43,"str.rpartition",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
42,"<frozen importlib._path_importer_cache",4,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
42,"hasattr",3,0.00,0.00,0.00,0.00,"builtins",
42,"isinstance",4,0.00,0.00,0.00,0.00,"builtins",
40,"<frozen importlib.find_spec",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
41,"_imp.is_builtin",1,0.00,0.00,0.00,0.00,"_imp",
40,"<frozen importlib._ImportLockContext.__exit__",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
41,"_imp.release_lock",3,0.00,0.00,0.00,0.00,"_imp",
40,"<frozen importlib._ImportLockContext.__enter__",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
41,"_imp.acquire_lock",3,0.00,0.00,0.00,0.00,"_imp",
40,"<frozen importlib.find_spec",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
41,"_imp.is_frozen",1,0.00,0.00,0.00,0.00,"_imp",
39,"str.rpartition",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
38,"<frozen importlib._ModuleLockManager.__enter__",1,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap)",
39,"<frozen importlib._get_module_lock",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
40,"<frozen importlib._ModuleLock.__init__",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
41,"_thread.allocate_lock",2,0.00,0.00,0.00,0.00,"_thread",
40,"_imp.acquire_lock",1,0.00,0.00,0.00,0.00,"_imp",
40,"_imp.release_lock",1,0.00,0.00,0.00,0.00,"_imp",
39,"<frozen importlib._ModuleLock.acquire",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
40,"_thread.lock.__exit__",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
40,"_thread.get_ident",1,0.00,0.00,0.00,0.00,"_thread",
38,"<frozen importlib._ModuleLockManager.__exit__",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
39,"<frozen importlib._ModuleLock.release",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
40,"_thread.get_ident",1,0.00,0.00,0.00,0.00,"_thread",
40,"_thread.lock.__exit__",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
38,"<frozen importlib.cb",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
39,"dict.get",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
39,"_imp.acquire_lock",1,0.00,0.00,0.00,0.00,"_imp",
39,"_imp.release_lock",1,0.00,0.00,0.00,0.00,"_imp",
38,"<frozen importlib._ModuleLockManager.__init__",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
38,"dict.get",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"__build_class__",1,0.00,0.00,0.02,0.00,"builtins",
38,"abc.__new__",1,0.00,0.00,0.01,0.00,"abc.py",
39,"type.__new__",1,0.00,0.00,0.01,0.01,"Unidentifiable Method",
39,"_abc._abc_init",1,0.00,0.00,0.00,0.00,"_abc",
38,"lzma.LZMAFile",1,0.00,0.00,0.00,0.00,"lzma.py",
36,"fnmatch (module)",1,0.00,0.00,0.01,0.01,"fnmatch.py",
37,"functools.decorating_function",1,0.00,0.00,0.01,0.00,"functools.py",
38,"functools.update_wrapper",1,0.00,0.00,0.00,0.00,"functools.py",
39,"getattr",7,0.00,0.00,0.00,0.00,"builtins",
39,"setattr",5,0.00,0.00,0.00,0.00,"builtins",
39,"dict.update",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"functools.lru_cache",1,0.00,0.00,0.00,0.00,"functools.py",
38,"isinstance",1,0.00,0.00,0.00,0.00,"builtins",
34,"<frozen importlib.SourceLoader.get_code",3,0.03,0.00,0.14,0.01,"(frozen importlib._bootstrap_external)",
35,"<frozen importlib.FileLoader.get_data",3,0.02,0.00,0.08,0.00,"(frozen importlib._bootstrap_external)",
36,"io.open_code",3,0.01,0.01,0.06,0.06,"io",
36,"_io.BufferedReader.read",3,0.00,0.00,0.02,0.02,"Unidentifiable Method",
36,"_io.BufferedReader.__exit__",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
36,"isinstance",3,0.00,0.00,0.00,0.00,"builtins",
35,"<frozen importlib._compile_bytecode",3,0.01,0.00,0.03,0.00,"(frozen importlib._bootstrap_external)",
36,"marshal.loads",3,0.01,0.01,0.03,0.03,"marshal",
36,"_imp._fix_co_filename",3,0.00,0.00,0.00,0.00,"_imp",
36,"<frozen importlib._verbose_message",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
36,"isinstance",3,0.00,0.00,0.00,0.00,"builtins",
35,"<frozen importlib.SourceFileLoader.path_stats",3,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
36,"<frozen importlib._path_stat",3,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
37,"nt.stat",3,0.00,0.00,0.01,0.01,"nt",
35,"<frozen importlib.cache_from_source",3,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
36,"<frozen importlib._path_join",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
37,"str.endswith",15,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"<frozen importlib.<listcomp>",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
38,"str.rstrip",9,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"str.startswith",9,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"str.join",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"str.rstrip",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"list.append",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"len",6,0.00,0.00,0.00,0.00,"builtins",
36,"<frozen importlib._path_split",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
37,"max",3,0.00,0.00,0.00,0.00,"builtins",
38,"<frozen importlib.<genexpr>",9,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
39,"str.rfind",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
36,"str.rpartition",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
36,"str.join",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
36,"nt.fspath",3,0.00,0.00,0.00,0.00,"nt",
35,"<frozen importlib._classify_pyc",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
36,"len",3,0.00,0.00,0.00,0.00,"builtins",
36,"<frozen importlib._unpack_uint32",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
37,"type.from_bytes",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"len",3,0.00,0.00,0.00,0.00,"builtins",
35,"<frozen importlib._validate_timestamp_pyc",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
36,"<frozen importlib._unpack_uint32",6,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
37,"type.from_bytes",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"len",6,0.00,0.00,0.00,0.00,"builtins",
35,"<frozen importlib._check_name_wrapper",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
36,"<frozen importlib.get_filename",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
35,"<frozen importlib._verbose_message",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
33,"<frozen importlib.module_from_spec",4,0.00,0.00,0.02,0.00,"(frozen importlib._bootstrap)",
34,"<frozen importlib._init_module_attrs",4,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap)",
35,"<frozen importlib.cached",6,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
36,"<frozen importlib._get_cached",3,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
37,"<frozen importlib.cache_from_source",3,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
38,"<frozen importlib._path_join",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
39,"<frozen importlib.<listcomp>",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
40,"str.rstrip",9,0.00,0.00,0.00,0.00,"Unidentifiable Method",
39,"str.endswith",15,0.00,0.00,0.00,0.00,"Unidentifiable Method",
39,"str.startswith",9,0.00,0.00,0.00,0.00,"Unidentifiable Method",
39,"str.rstrip",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
39,"list.append",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
39,"str.join",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
39,"len",6,0.00,0.00,0.00,0.00,"builtins",
38,"<frozen importlib._path_split",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
39,"max",3,0.00,0.00,0.00,0.00,"builtins",
40,"<frozen importlib.<genexpr>",9,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
41,"str.rfind",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
38,"str.rpartition",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
38,"str.join",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
38,"nt.fspath",3,0.00,0.00,0.00,0.00,"nt",
37,"str.endswith",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
35,"getattr",22,0.00,0.00,0.00,0.00,"builtins",
35,"<frozen importlib.parent",4,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
36,"str.rpartition",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
35,"<frozen importlib.has_location",4,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"<frozen importlib.create_module",1,0.00,0.00,0.02,0.00,"(frozen importlib._bootstrap)",
35,"<frozen importlib._call_with_frames_removed",1,0.00,0.00,0.02,0.00,"(frozen importlib._bootstrap)",
36,"_imp.create_builtin",1,0.00,0.00,0.02,0.02,"_imp",
34,"<frozen importlib._new_module",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"hasattr",4,0.00,0.00,0.00,0.00,"builtins",
34,"<frozen importlib._LoaderBasics.create_module",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
33,"hasattr",4,0.00,0.00,0.00,0.00,"builtins",
33,"dict.pop",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
33,"<frozen importlib._verbose_message",4,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
33,"<frozen importlib.exec_module",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"<frozen importlib._call_with_frames_removed",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
35,"_imp.exec_builtin",1,0.00,0.00,0.00,0.00,"_imp",
32,"<frozen importlib._find_spec",6,0.06,0.00,0.15,0.01,"(frozen importlib._bootstrap)",
33,"<frozen importlib.find_spec",5,0.06,0.00,0.17,0.00,"(frozen importlib._bootstrap_external)",
34,"<frozen importlib._get_spec",5,0.06,0.00,0.17,0.00,"(frozen importlib._bootstrap_external)",
35,"<frozen importlib.FileFinder.find_spec",26,0.06,0.01,0.03,0.00,"(frozen importlib._bootstrap_external)",
36,"<frozen importlib._path_join",124,0.03,0.02,0.00,0.00,"(frozen importlib._bootstrap_external)",
37,"str.rstrip",124,0.01,0.01,0.00,0.00,"Unidentifiable Method",
37,"str.join",124,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"<frozen importlib.<listcomp>",124,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
38,"str.rstrip",248,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"str.endswith",372,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"str.startswith",248,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"len",248,0.00,0.00,0.00,0.00,"builtins",
37,"list.append",124,0.00,0.00,0.00,0.00,"Unidentifiable Method",
36,"<frozen importlib._path_stat",26,0.02,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
37,"nt.stat",26,0.02,0.02,0.01,0.01,"nt",
36,"<frozen importlib._path_isfile",3,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
37,"<frozen importlib._path_is_mode_type",3,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
38,"<frozen importlib._path_stat",3,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
39,"nt.stat",3,0.00,0.00,0.01,0.01,"nt",
36,"<frozen importlib._verbose_message",124,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
36,"<frozen importlib._relax_case",26,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
36,"<frozen importlib.FileFinder._get_spec",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
37,"<frozen importlib.spec_from_file_location",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
38,"<frozen importlib.ModuleSpec.__init__",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
38,"nt.fspath",3,0.00,0.00,0.00,0.00,"nt",
37,"<frozen importlib.FileLoader.__init__",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
36,"str.rpartition",26,0.00,0.00,0.00,0.00,"Unidentifiable Method",
35,"<frozen importlib._path_importer_cache",31,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
35,"hasattr",26,0.00,0.00,0.00,0.00,"builtins",
35,"isinstance",31,0.00,0.00,0.00,0.00,"builtins",
35,"<frozen importlib.ModuleSpec.__init__",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
33,"<frozen importlib.find_spec",6,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"<frozen importlib.spec_from_loader",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
35,"<frozen importlib._requires_builtin_wrapper",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
36,"<frozen importlib.is_package",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
35,"hasattr",2,0.00,0.00,0.00,0.00,"builtins",
35,"<frozen importlib.ModuleSpec.__init__",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"_imp.is_builtin",6,0.00,0.00,0.00,0.00,"_imp",
33,"<frozen importlib._ImportLockContext.__enter__",16,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"_imp.acquire_lock",16,0.00,0.00,0.00,0.00,"_imp",
33,"<frozen importlib._ImportLockContext.__exit__",16,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"_imp.release_lock",16,0.00,0.00,0.00,0.00,"_imp",
33,"<frozen importlib.find_spec",5,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"_imp.is_frozen",5,0.00,0.00,0.00,0.00,"_imp",
32,"str.format",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
32,"str.rpartition",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
31,"<frozen importlib._ModuleLockManager.__enter__",6,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap)",
32,"<frozen importlib._get_module_lock",6,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
33,"<frozen importlib._ModuleLock.__init__",6,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"_thread.allocate_lock",12,0.00,0.00,0.00,0.00,"_thread",
33,"_imp.release_lock",6,0.00,0.00,0.00,0.00,"_imp",
33,"_imp.acquire_lock",6,0.00,0.00,0.00,0.00,"_imp",
32,"<frozen importlib._ModuleLock.acquire",6,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
33,"_thread.lock.__exit__",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
33,"_thread.get_ident",6,0.00,0.00,0.00,0.00,"_thread",
31,"<frozen importlib._ModuleLockManager.__exit__",6,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
32,"<frozen importlib._ModuleLock.release",6,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
33,"_thread.lock.__exit__",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
33,"_thread.get_ident",6,0.00,0.00,0.00,0.00,"_thread",
31,"<frozen importlib.cb",6,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
32,"dict.get",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
32,"_imp.acquire_lock",6,0.00,0.00,0.00,0.00,"_imp",
32,"_imp.release_lock",6,0.00,0.00,0.00,0.00,"_imp",
31,"<frozen importlib._ModuleLockManager.__init__",6,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
31,"dict.get",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
30,"collections.namedtuple",1,0.01,0.00,0.09,0.03,"__init__.py",
31,"eval",1,0.00,0.00,0.06,0.06,"builtins",
32,"<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
31,"str.join",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
32,"collections.<genexpr>",4,0.00,0.00,0.00,0.00,"__init__.py",
31,"str.split",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
31,"sys.intern",4,0.00,0.00,0.00,0.00,"sys",
31,"str.isidentifier",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
31,"frozenset.__contains__",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
31,"str.startswith",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
31,"sys._getframe",1,0.00,0.00,0.00,0.00,"sys",
31,"str.replace",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
31,"set.add",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
31,"dict.get",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
31,"isinstance",1,0.00,0.00,0.00,0.00,"builtins",
31,"len",1,0.00,0.00,0.00,0.00,"builtins",
30,"__build_class__",7,0.00,0.00,0.01,0.01,"builtins",
31,"shutil.Error",1,0.00,0.00,0.00,0.00,"shutil.py",
31,"shutil.RegistryError",1,0.00,0.00,0.00,0.00,"shutil.py",
31,"shutil.SameFileError",1,0.00,0.00,0.00,0.00,"shutil.py",
31,"shutil.SpecialFileError",1,0.00,0.00,0.00,0.00,"shutil.py",
31,"shutil.ExecError",1,0.00,0.00,0.00,0.00,"shutil.py",
31,"shutil.ReadError",1,0.00,0.00,0.00,0.00,"shutil.py",
31,"shutil._GiveupOnFastCopy",1,0.00,0.00,0.00,0.00,"shutil.py",
30,"hasattr",4,0.00,0.00,0.00,0.00,"builtins",
30,"list.append",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
29,"weakref (module)",1,0.01,0.00,0.19,0.01,"weakref.py",
30,"__build_class__",5,0.01,0.00,0.03,0.01,"builtins",
31,"abc.__new__",2,0.00,0.00,0.03,0.00,"abc.py",
32,"_abc._abc_init",2,0.00,0.00,0.02,0.02,"_abc",
32,"type.__new__",2,0.00,0.00,0.01,0.01,"Unidentifiable Method",
31,"weakref.finalize",1,0.00,0.00,0.03,0.02,"weakref.py",
32,"__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
33,"weakref._Info",1,0.00,0.00,0.00,0.00,"weakref.py",
32,"property.setter",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
31,"weakref.WeakValueDictionary",1,0.00,0.00,0.00,0.00,"weakref.py",
31,"weakref.WeakKeyDictionary",1,0.00,0.00,0.00,0.00,"weakref.py",
31,"weakref.WeakMethod",1,0.00,0.00,0.00,0.00,"weakref.py",
31,"weakref.KeyedRef",1,0.00,0.00,0.00,0.00,"weakref.py",
30,"abc.register",2,0.00,0.00,0.03,0.00,"abc.py",
31,"_abc._abc_register",2,0.00,0.00,0.02,0.00,"_abc",
32,"abc.__subclasscheck__",2,0.00,0.00,0.02,0.01,"abc.py",
33,"_abc._abc_subclasscheck",2,0.00,0.00,0.01,0.01,"_abc",
34,"abc.__subclasscheck__",3,0.00,0.00,0.00,0.00,"abc.py",
35,"_abc._abc_subclasscheck",3,0.00,0.00,0.00,0.00,"_abc",
36,"abc.__subclasscheck__",2,0.00,0.00,0.00,0.00,"abc.py",
37,"_abc._abc_subclasscheck",2,0.00,0.00,0.00,0.00,"_abc",
38,"_collections_abc.__subclasshook__",2,0.00,0.00,0.00,0.00,"_collections_abc.py",
36,"_collections_abc.__subclasshook__",3,0.00,0.00,0.00,0.00,"_collections_abc.py",
34,"_collections_abc.__subclasshook__",2,0.00,0.00,0.00,0.00,"_collections_abc.py",
27,"<frozen importlib.SourceLoader.get_code",2,0.03,0.00,0.23,0.00,"(frozen importlib._bootstrap_external)",
28,"<frozen importlib.FileLoader.get_data",2,0.02,0.00,0.11,0.00,"(frozen importlib._bootstrap_external)",
29,"io.open_code",2,0.01,0.01,0.08,0.08,"io",
29,"_io.BufferedReader.read",2,0.00,0.00,0.02,0.02,"Unidentifiable Method",
29,"_io.BufferedReader.__exit__",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
29,"isinstance",2,0.00,0.00,0.00,0.00,"builtins",
28,"<frozen importlib._compile_bytecode",2,0.01,0.00,0.10,0.00,"(frozen importlib._bootstrap_external)",
29,"marshal.loads",2,0.01,0.01,0.10,0.10,"marshal",
29,"_imp._fix_co_filename",2,0.00,0.00,0.00,0.00,"_imp",
29,"<frozen importlib._verbose_message",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
29,"isinstance",2,0.00,0.00,0.00,0.00,"builtins",
28,"<frozen importlib.cache_from_source",2,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
29,"<frozen importlib._path_join",2,0.00,0.00,0.01,0.01,"(frozen importlib._bootstrap_external)",
30,"str.endswith",10,0.00,0.00,0.00,0.00,"Unidentifiable Method",
30,"<frozen importlib.<listcomp>",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
31,"str.rstrip",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
30,"str.startswith",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
30,"str.rstrip",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
30,"str.join",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
30,"len",4,0.00,0.00,0.00,0.00,"builtins",
30,"list.append",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
29,"<frozen importlib._path_split",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
30,"max",2,0.00,0.00,0.00,0.00,"builtins",
31,"<frozen importlib.<genexpr>",6,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
32,"str.rfind",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
29,"str.rpartition",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
29,"str.join",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
29,"nt.fspath",2,0.00,0.00,0.00,0.00,"nt",
28,"<frozen importlib.SourceFileLoader.path_stats",2,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
29,"<frozen importlib._path_stat",2,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
30,"nt.stat",2,0.00,0.00,0.01,0.01,"nt",
28,"<frozen importlib._classify_pyc",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
29,"<frozen importlib._unpack_uint32",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
30,"type.from_bytes",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
30,"len",2,0.00,0.00,0.00,0.00,"builtins",
29,"len",2,0.00,0.00,0.00,0.00,"builtins",
28,"<frozen importlib._validate_timestamp_pyc",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
29,"<frozen importlib._unpack_uint32",4,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
30,"type.from_bytes",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
30,"len",4,0.00,0.00,0.00,0.00,"builtins",
28,"<frozen importlib._check_name_wrapper",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
29,"<frozen importlib.get_filename",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
28,"<frozen importlib._verbose_message",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
26,"<frozen importlib.module_from_spec",2,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap)",
27,"<frozen importlib._init_module_attrs",2,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap)",
28,"<frozen importlib.cached",4,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
29,"<frozen importlib._get_cached",2,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
30,"<frozen importlib.cache_from_source",2,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
31,"<frozen importlib._path_join",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
32,"<frozen importlib.<listcomp>",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
33,"str.rstrip",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
32,"str.endswith",10,0.00,0.00,0.00,0.00,"Unidentifiable Method",
32,"str.startswith",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
32,"str.rstrip",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
32,"list.append",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
32,"str.join",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
32,"len",4,0.00,0.00,0.00,0.00,"builtins",
31,"<frozen importlib._path_split",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
32,"max",2,0.00,0.00,0.00,0.00,"builtins",
33,"<frozen importlib.<genexpr>",6,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
34,"str.rfind",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
31,"str.rpartition",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
31,"str.join",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
31,"nt.fspath",2,0.00,0.00,0.00,0.00,"nt",
30,"str.endswith",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
28,"getattr",12,0.00,0.00,0.00,0.00,"builtins",
28,"<frozen importlib.parent",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
29,"str.rpartition",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
28,"<frozen importlib.has_location",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
27,"<frozen importlib._new_module",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
27,"hasattr",2,0.00,0.00,0.00,0.00,"builtins",
27,"<frozen importlib._LoaderBasics.create_module",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
26,"dict.pop",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
26,"<frozen importlib._verbose_message",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
26,"hasattr",2,0.00,0.00,0.00,0.00,"builtins",
25,"<frozen importlib._find_spec",2,0.02,0.00,0.11,0.00,"(frozen importlib._bootstrap)",
