Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Caller","dict.get","sre_parse._escape",164,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","dict.get","sre_parse.State.opengroup",22,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","dict.get","dict.get",20,0.00,0.00,0.00,0.00,"Unknown",
"Caller","dict.get","enum._find_new_",20,0.00,0.00,0.00,0.00,"enum.py",
"Root","dict.items","dict.items",342,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","dict.items","_compat_pickle (module)",2,0.00,0.00,0.00,0.00,"_compat_pickle.py",
"Caller","dict.items","bottle (module)",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","dict.items","bottle.ConfigDict.load_dict",6,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","dict.items","bottle.ConfigDict.update",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","dict.items","bottle.ServerAdapter.__repr__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","dict.items","email._policybase._PolicyBase.__init__",1,0.00,0.00,0.00,0.00,"_policybase.py",
"Caller","dict.items","enum.__new__",261,0.00,0.00,0.00,0.00,"enum.py",
"Caller","dict.items","enum._convert_",12,0.00,0.00,0.00,0.00,"enum.py",
"Caller","dict.items","html.entities (module)",1,0.00,0.00,0.00,0.00,"entities.py",
"Caller","dict.items","inspect (module)",1,0.00,0.00,0.00,0.00,"inspect.py",
"Caller","dict.items","locale (module)",1,0.00,0.00,0.00,0.00,"locale.py",
"Caller","dict.items","sre_compile.compile",54,0.00,0.00,0.00,0.00,"sre_compile.py",
"Root","dict.pop","dict.pop",112,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","dict.pop","<frozen importlib._load_unlocked",112,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Root","dict.pop","dict.pop",40,0.00,0.00,0.00,0.00,"Unknown",
"Caller","dict.pop","enum.__new__",40,0.00,0.00,0.00,0.00,"enum.py",
"Root","dict.setdefault","dict.setdefault",95,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","dict.setdefault","bottle._ImportRedirect.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","dict.setdefault","bottle.ConfigDict.meta_set",8,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","dict.setdefault","bottle.Router.add",6,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","dict.setdefault","enum._create_pseudo_member_",4,0.00,0.00,0.00,0.00,"enum.py",
"Caller","dict.setdefault","json.encoder (module)",32,0.00,0.00,0.00,0.00,"encoder.py",
"Caller","dict.setdefault","locale (module)",44,0.00,0.00,0.00,0.00,"locale.py",
"Root","dict.setdefault","dict.setdefault",20,0.00,0.00,0.00,0.00,"Unknown",
"Caller","dict.setdefault","enum.__new__",20,0.00,0.00,0.00,0.00,"enum.py",
"Root","dict.update","dict.update",43,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","dict.update","_compat_pickle (module)",4,0.00,0.00,0.00,0.00,"_compat_pickle.py",
"Caller","dict.update","bottle._ImportRedirect.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","dict.update","enum._convert_",12,0.00,0.00,0.00,0.00,"enum.py",
"Caller","dict.update","functools.update_wrapper",23,0.00,0.00,0.00,0.00,"functools.py",
"Caller","dict.update","getattr",1,0.00,0.00,0.00,0.00,"builtins",
"Caller","dict.update","http.client (module)",1,0.00,0.00,0.01,0.01,"client.py",
"Caller","dict.update","http.cookies (module)",1,0.00,0.00,0.00,0.00,"cookies.py",
"Root","dir","dir",2,0.00,0.00,0.01,0.01,"builtins",
"Caller","dir","os._get_exports_list",1,0.00,0.00,0.01,0.01,"os.py",
"Caller","dir","pickle (module)",1,0.00,0.00,0.01,0.01,"pickle.py",
"Root","dis (module)","dis (module)",1,0.04,0.00,0.54,0.02,"dis.py",
"Caller","dis (module)","exec",1,0.04,0.00,0.54,0.02,"builtins",
"Callee","dis (module)","__build_class__",2,0.00,0.00,0.01,0.01,"builtins",
"Callee","dis (module)","<frozen importlib._find_and_load",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","dis (module)","collections.namedtuple",1,0.01,0.00,0.10,0.03,"__init__.py",
"Root","dis.Bytecode","dis.Bytecode",1,0.00,0.00,0.00,0.00,"dis.py",
"Caller","dis.Bytecode","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","dis.Instruction","dis.Instruction",1,0.00,0.00,0.00,0.00,"dis.py",
"Caller","dis.Instruction","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","divmod","divmod",60,0.00,0.00,0.00,0.00,"builtins",
"Caller","divmod","datetime.__new__",60,0.00,0.00,0.00,0.00,"datetime.py",
"Root","email (module)","email (module)",1,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","email (module)","exec",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email._encoded_words (module)","email._encoded_words (module)",1,0.01,0.00,0.14,0.01,"_encoded_words.py",
"Caller","email._encoded_words (module)","exec",1,0.01,0.00,0.14,0.01,"builtins",
"Callee","email._encoded_words (module)","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Callee","email._encoded_words (module)","<frozen importlib._handle_fromlist",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","email._encoded_words (module)","ord",1,0.00,0.00,0.00,0.00,"builtins",
"Callee","email._encoded_words (module)","re.compile",1,0.01,0.00,0.12,0.00,"re.py",
"Root","email._encoded_words._QByteMap","email._encoded_words._QByteMap",1,0.00,0.00,0.00,0.00,"_encoded_words.py",
"Caller","email._encoded_words._QByteMap","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Callee","email._encoded_words._QByteMap","str.encode",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","email._parseaddr (module)","email._parseaddr (module)",1,0.00,0.00,0.02,0.00,"_parseaddr.py",
"Caller","email._parseaddr (module)","exec",1,0.00,0.00,0.02,0.00,"builtins",
"Callee","email._parseaddr (module)","__build_class__",2,0.00,0.00,0.01,0.01,"builtins",
"Root","email._parseaddr.AddressList","email._parseaddr.AddressList",1,0.00,0.00,0.00,0.00,"_parseaddr.py",
"Caller","email._parseaddr.AddressList","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email._parseaddr.AddrlistClass","email._parseaddr.AddrlistClass",1,0.00,0.00,0.00,0.00,"_parseaddr.py",
"Caller","email._parseaddr.AddrlistClass","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email._policybase (module)","email._policybase (module)",1,0.05,0.00,0.66,0.02,"_policybase.py",
"Caller","email._policybase (module)","exec",1,0.05,0.00,0.66,0.02,"builtins",
"Callee","email._policybase (module)","__build_class__",3,0.00,0.00,0.02,0.00,"builtins",
"Callee","email._policybase (module)","<frozen importlib._handle_fromlist",2,0.04,0.00,0.27,0.00,"(frozen importlib._bootstrap)",
"Callee","email._policybase (module)","email._policybase._extend_docstrings",1,0.00,0.00,0.05,0.03,"_policybase.py",
"Callee","email._policybase (module)","email._policybase._PolicyBase.__init__",1,0.00,0.00,0.00,0.00,"_policybase.py",
"Root","email._policybase._append_doc","email._policybase._append_doc",6,0.00,0.00,0.00,0.00,"_policybase.py",
"Caller","email._policybase._append_doc","email._policybase._extend_docstrings",6,0.00,0.00,0.00,0.00,"_policybase.py",
"Callee","email._policybase._append_doc","str.rsplit",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","email._policybase._append_doc","str.split",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","email._policybase._extend_docstrings","email._policybase._extend_docstrings",1,0.00,0.00,0.05,0.03,"_policybase.py",
"Caller","email._policybase._extend_docstrings","email._policybase (module)",1,0.00,0.00,0.05,0.03,"_policybase.py",
"Callee","email._policybase._extend_docstrings","email._policybase._append_doc",6,0.00,0.00,0.00,0.00,"_policybase.py",
"Callee","email._policybase._extend_docstrings","email._policybase.<genexpr>",10,0.00,0.00,0.00,0.00,"_policybase.py",
"Callee","email._policybase._extend_docstrings","getattr",10,0.00,0.00,0.00,0.00,"builtins",
"Callee","email._policybase._extend_docstrings","mappingproxy.items",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","email._policybase._extend_docstrings","str.startswith",11,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","email._policybase._PolicyBase","email._policybase._PolicyBase",1,0.00,0.00,0.00,0.00,"_policybase.py",
"Caller","email._policybase._PolicyBase","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email._policybase._PolicyBase.__init__","email._policybase._PolicyBase.__init__",1,0.00,0.00,0.00,0.00,"_policybase.py",
"Caller","email._policybase._PolicyBase.__init__","email._policybase (module)",1,0.00,0.00,0.00,0.00,"_policybase.py",
"Callee","email._policybase._PolicyBase.__init__","dict.items",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","email._policybase.<genexpr>","email._policybase.<genexpr>",10,0.00,0.00,0.00,0.00,"_policybase.py",
"Caller","email._policybase.<genexpr>","email._policybase._extend_docstrings",10,0.00,0.00,0.00,0.00,"_policybase.py",
"Callee","email._policybase.<genexpr>","EnumMeta.mro",5,0.00,0.00,0.00,0.00,"Unknown",
"Root","email._policybase.Compat32","email._policybase.Compat32",1,0.00,0.00,0.00,0.00,"_policybase.py",
"Caller","email._policybase.Compat32","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email._policybase.Policy","email._policybase.Policy",1,0.00,0.00,0.00,0.00,"_policybase.py",
"Caller","email._policybase.Policy","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Callee","email._policybase.Policy","abc.abstractmethod",5,0.00,0.00,0.00,0.00,"abc.py",
"Root","email.base64mime (module)","email.base64mime (module)",1,0.00,0.00,0.00,0.00,"base64mime.py",
"Caller","email.base64mime (module)","exec",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.charset (module)","email.charset (module)",1,0.15,0.00,2.19,0.03,"charset.py",
"Caller","email.charset (module)","exec",1,0.15,0.00,2.19,0.03,"builtins",
"Callee","email.charset (module)","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Callee","email.charset (module)","<frozen importlib._find_and_load",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","email.charset (module)","<frozen importlib._handle_fromlist",1,0.02,0.00,0.35,0.00,"(frozen importlib._bootstrap)",
"Root","email.charset.Charset","email.charset.Charset",1,0.00,0.00,0.00,0.00,"charset.py",
"Caller","email.charset.Charset","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.charset.Charset.__init__","email.charset.Charset.__init__",2,0.00,0.00,0.00,0.00,"charset.py",
"Caller","email.charset.Charset.__init__","email.header (module)",2,0.00,0.00,0.00,0.00,"header.py",
"Callee","email.charset.Charset.__init__","dict.get",10,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","email.charset.Charset.__init__","isinstance",2,0.00,0.00,0.00,0.00,"builtins",
"Callee","email.charset.Charset.__init__","str.encode",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","email.charset.Charset.__init__","str.lower",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","email.encoders (module)","email.encoders (module)",1,0.02,0.00,0.29,0.00,"encoders.py",
"Caller","email.encoders (module)","exec",1,0.02,0.00,0.29,0.00,"builtins",
"Callee","email.encoders (module)","<frozen importlib._find_and_load",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Root","email.errors (module)","email.errors (module)",1,0.01,0.00,0.13,0.00,"errors.py",
"Caller","email.errors (module)","exec",1,0.01,0.00,0.13,0.00,"builtins",
"Callee","email.errors (module)","__build_class__",25,0.01,0.01,0.00,0.00,"builtins",
"Root","email.errors.BoundaryError","email.errors.BoundaryError",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.BoundaryError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.CharsetError","email.errors.CharsetError",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.CharsetError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.CloseBoundaryNotFoundDefect","email.errors.CloseBoundaryNotFoundDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.CloseBoundaryNotFoundDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.FirstHeaderLineIsContinuationDefect","email.errors.FirstHeaderLineIsContinuationDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.FirstHeaderLineIsContinuationDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.HeaderDefect","email.errors.HeaderDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.HeaderDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.HeaderMissingRequiredValue","email.errors.HeaderMissingRequiredValue",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.HeaderMissingRequiredValue","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.HeaderParseError","email.errors.HeaderParseError",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.HeaderParseError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.InvalidBase64CharactersDefect","email.errors.InvalidBase64CharactersDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.InvalidBase64CharactersDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.InvalidBase64LengthDefect","email.errors.InvalidBase64LengthDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.InvalidBase64LengthDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.InvalidBase64PaddingDefect","email.errors.InvalidBase64PaddingDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.InvalidBase64PaddingDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.InvalidHeaderDefect","email.errors.InvalidHeaderDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.InvalidHeaderDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.InvalidMultipartContentTransferEncodingDefect","email.errors.InvalidMultipartContentTransferEncodingDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.InvalidMultipartContentTransferEncodingDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.MessageDefect","email.errors.MessageDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.MessageDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.MessageError","email.errors.MessageError",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.MessageError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.MessageParseError","email.errors.MessageParseError",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.MessageParseError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.MisplacedEnvelopeHeaderDefect","email.errors.MisplacedEnvelopeHeaderDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.MisplacedEnvelopeHeaderDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.MissingHeaderBodySeparatorDefect","email.errors.MissingHeaderBodySeparatorDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.MissingHeaderBodySeparatorDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.MultipartConversionError","email.errors.MultipartConversionError",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.MultipartConversionError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.MultipartInvariantViolationDefect","email.errors.MultipartInvariantViolationDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.MultipartInvariantViolationDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.NoBoundaryInMultipartDefect","email.errors.NoBoundaryInMultipartDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.NoBoundaryInMultipartDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.NonASCIILocalPartDefect","email.errors.NonASCIILocalPartDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.NonASCIILocalPartDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.NonPrintableDefect","email.errors.NonPrintableDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.NonPrintableDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.ObsoleteHeaderDefect","email.errors.ObsoleteHeaderDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.ObsoleteHeaderDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.StartBoundaryNotFoundDefect","email.errors.StartBoundaryNotFoundDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.StartBoundaryNotFoundDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.UndecodableBytesDefect","email.errors.UndecodableBytesDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.UndecodableBytesDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.feedparser (module)","email.feedparser (module)",1,0.08,0.00,1.16,0.01,"feedparser.py",
"Caller","email.feedparser (module)","exec",1,0.08,0.00,1.16,0.01,"builtins",
"Callee","email.feedparser (module)","__build_class__",3,0.00,0.00,0.01,0.01,"builtins",
"Callee","email.feedparser (module)","<frozen importlib._find_and_load",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","email.feedparser (module)","<frozen importlib._handle_fromlist",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","email.feedparser (module)","re.compile",5,0.01,0.00,0.04,0.00,"re.py",
"Root","email.feedparser.BufferedSubFile","email.feedparser.BufferedSubFile",1,0.00,0.00,0.00,0.00,"feedparser.py",
"Caller","email.feedparser.BufferedSubFile","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.feedparser.BytesFeedParser","email.feedparser.BytesFeedParser",1,0.00,0.00,0.00,0.00,"feedparser.py",
"Caller","email.feedparser.BytesFeedParser","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.feedparser.FeedParser","email.feedparser.FeedParser",1,0.00,0.00,0.00,0.00,"feedparser.py",
"Caller","email.feedparser.FeedParser","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.header (module)","email.header (module)",1,0.02,0.00,0.30,0.01,"header.py",
"Caller","email.header (module)","exec",1,0.02,0.00,0.30,0.01,"builtins",
"Callee","email.header (module)","__build_class__",3,0.00,0.00,0.01,0.01,"builtins",
"Callee","email.header (module)","<frozen importlib._handle_fromlist",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","email.header (module)","email.charset.Charset.__init__",2,0.00,0.00,0.00,0.00,"charset.py",
"Callee","email.header (module)","enum.__or__",1,0.00,0.00,0.00,0.00,"enum.py",
"Callee","email.header (module)","re.compile",3,0.02,0.00,0.08,0.00,"re.py",
"Root","email.header._Accumulator","email.header._Accumulator",1,0.00,0.00,0.00,0.00,"header.py",
"Caller","email.header._Accumulator","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.header._ValueFormatter","email.header._ValueFormatter",1,0.00,0.00,0.00,0.00,"header.py",
"Caller","email.header._ValueFormatter","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.header.Header","email.header.Header",1,0.00,0.00,0.00,0.00,"header.py",
"Caller","email.header.Header","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.iterators (module)","email.iterators (module)",1,0.00,0.00,0.00,0.00,"iterators.py",
"Caller","email.iterators (module)","exec",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.message (module)","email.message (module)",1,0.08,0.00,1.08,0.01,"message.py",
"Caller","email.message (module)","exec",1,0.08,0.00,1.08,0.01,"builtins",
"Callee","email.message (module)","__build_class__",3,0.02,0.00,0.09,0.01,"builtins",
"Callee","email.message (module)","<frozen importlib._find_and_load",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","email.message (module)","<frozen importlib._handle_fromlist",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","email.message (module)","re.compile",1,0.00,0.00,0.05,0.00,"re.py",
"Root","email.message.EmailMessage","email.message.EmailMessage",1,0.00,0.00,0.00,0.00,"message.py",
"Caller","email.message.EmailMessage","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.message.Message","email.message.Message",1,0.02,0.00,0.23,0.01,"message.py",
"Caller","email.message.Message","__build_class__",1,0.02,0.00,0.23,0.01,"builtins",
"Callee","email.message.Message","<frozen importlib._find_and_load",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Root","email.message.MIMEPart","email.message.MIMEPart",1,0.00,0.00,0.01,0.01,"message.py",
"Caller","email.message.MIMEPart","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Root","email.parser (module)","email.parser (module)",1,0.10,0.00,1.42,0.01,"parser.py",
"Caller","email.parser (module)","exec",1,0.10,0.00,1.42,0.01,"builtins",
"Callee","email.parser (module)","__build_class__",4,0.00,0.00,0.01,0.01,"builtins",
"Callee","email.parser (module)","<frozen importlib._find_and_load",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Root","email.parser.BytesHeaderParser","email.parser.BytesHeaderParser",1,0.00,0.00,0.00,0.00,"parser.py",
"Caller","email.parser.BytesHeaderParser","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.parser.BytesParser","email.parser.BytesParser",1,0.00,0.00,0.00,0.00,"parser.py",
"Caller","email.parser.BytesParser","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.parser.HeaderParser","email.parser.HeaderParser",1,0.00,0.00,0.00,0.00,"parser.py",
"Caller","email.parser.HeaderParser","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.parser.Parser","email.parser.Parser",1,0.00,0.00,0.00,0.00,"parser.py",
"Caller","email.parser.Parser","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.quoprimime (module)","email.quoprimime (module)",1,0.06,0.00,0.90,0.02,"quoprimime.py",
"Caller","email.quoprimime (module)","exec",1,0.06,0.00,0.90,0.02,"builtins",
"Callee","email.quoprimime (module)","<frozen importlib._find_and_load",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","email.quoprimime (module)","chr",164,0.00,0.00,0.00,0.00,"builtins",
"Callee","email.quoprimime (module)","email.quoprimime.<listcomp>",1,0.00,0.00,0.03,0.03,"quoprimime.py",
"Callee","email.quoprimime (module)","ord",1,0.00,0.00,0.00,0.00,"builtins",
"Callee","email.quoprimime (module)","str.encode",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","email.quoprimime.<listcomp>","email.quoprimime.<listcomp>",1,0.00,0.00,0.03,0.03,"quoprimime.py",
"Caller","email.quoprimime.<listcomp>","email.quoprimime (module)",1,0.00,0.00,0.03,0.03,"quoprimime.py",
"Root","email.utils (module)","email.utils (module)",1,0.68,0.00,9.60,0.01,"utils.py",
"Caller","email.utils (module)","exec",1,0.68,0.00,9.60,0.01,"builtins",
"Callee","email.utils (module)","<frozen importlib._find_and_load",5,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","email.utils (module)","re.compile",3,0.01,0.00,0.06,0.00,"re.py",
"Root","encodings.idna (module)","encodings.idna (module)",1,0.05,0.00,0.71,0.01,"idna.py",
"Caller","encodings.idna (module)","exec",1,0.05,0.00,0.71,0.01,"builtins",
"Callee","encodings.idna (module)","__build_class__",5,0.00,0.00,0.01,0.01,"builtins",
"Callee","encodings.idna (module)","<frozen importlib._find_and_load",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","encodings.idna (module)","re.compile",1,0.02,0.00,0.30,0.00,"re.py",
"Root","encodings.idna.Codec","encodings.idna.Codec",1,0.00,0.00,0.00,0.00,"idna.py",
"Caller","encodings.idna.Codec","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","encodings.idna.Codec.encode","encodings.idna.Codec.encode",1,0.00,0.00,0.01,0.00,"idna.py",
"Caller","encodings.idna.Codec.encode","_socket.gethostbyaddr",1,0.00,0.00,0.01,0.00,"_socket",
"Callee","encodings.idna.Codec.encode","bytes.split",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","encodings.idna.Codec.encode","len",5,0.00,0.00,0.00,0.00,"builtins",
"Callee","encodings.idna.Codec.encode","str.encode",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","encodings.idna.getregentry","encodings.idna.getregentry",1,0.00,0.00,0.01,0.01,"idna.py",
"Caller","encodings.idna.getregentry","encodings.search_function",1,0.00,0.00,0.01,0.01,"__init__.py",
"Callee","encodings.idna.getregentry","codecs.__new__",1,0.00,0.00,0.00,0.00,"codecs.py",
"Root","encodings.idna.IncrementalDecoder","encodings.idna.IncrementalDecoder",1,0.00,0.00,0.00,0.00,"idna.py",
"Caller","encodings.idna.IncrementalDecoder","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","encodings.idna.IncrementalEncoder","encodings.idna.IncrementalEncoder",1,0.00,0.00,0.00,0.00,"idna.py",
"Caller","encodings.idna.IncrementalEncoder","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","encodings.idna.StreamReader","encodings.idna.StreamReader",1,0.00,0.00,0.00,0.00,"idna.py",
"Caller","encodings.idna.StreamReader","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","encodings.idna.StreamWriter","encodings.idna.StreamWriter",1,0.00,0.00,0.00,0.00,"idna.py",
"Caller","encodings.idna.StreamWriter","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","encodings.normalize_encoding","encodings.normalize_encoding",1,0.00,0.00,0.01,0.00,"__init__.py",
"Caller","encodings.normalize_encoding","encodings.search_function",1,0.00,0.00,0.01,0.00,"__init__.py",
"Callee","encodings.normalize_encoding","isinstance",1,0.00,0.00,0.00,0.00,"builtins",
"Callee","encodings.normalize_encoding","list.append",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","encodings.normalize_encoding","str.isalnum",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","encodings.normalize_encoding","str.join",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","encodings.search_function","encodings.search_function",1,0.08,0.00,1.07,0.01,"__init__.py",
"Caller","encodings.search_function","_socket.gethostbyaddr",1,0.08,0.00,1.07,0.01,"_socket",
"Callee","encodings.search_function","__import__",1,0.07,0.00,1.05,0.01,"builtins",
"Callee","encodings.search_function","dict.get",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","encodings.search_function","encodings.idna.getregentry",1,0.00,0.00,0.01,0.01,"idna.py",
"Callee","encodings.search_function","encodings.normalize_encoding",1,0.00,0.00,0.01,0.00,"__init__.py",
"Callee","encodings.search_function","isinstance",1,0.00,0.00,0.00,0.00,"builtins",
